Artist:,Song:,Song ID:
Rockwell,Somebody's Watching Me,62270
"RODGERS, JIMMIE",HONEYCOMB,487
"Rodgers, Jimmie",Honeycomb,50582
"Rodgers, Jimmie",Honeycomb,51252
"Rodgers, Jimmie",Kisses Sweeter Than Wine,54793
"Rodgers, Jimmie",Oh Oh I'm Falling In Love Again,57498
"Rodgers, Jimmie",Honeycomb,69235
"Rodman, Judy",Until I Met You,61548
Rodney Atkins,ItÆs America,50119
Rodney Atkins,ItÆs America  (MPX),50128
Rodney Atkins,It's America,67160
"RODRIGUES, JOHNNY",I JUST CAN'T GET HER OUT OF MY MIND,7750
"Rodriguez, Johnny",Just Get Up & Close The Door,53303
"Rodriguez, Johnny",You Can Say That Again,56334
"Rodriguez, Johnny",Love Put A Song In My Heart,57888
"Rodriguez, Johnny",That's The Way Love Goes,58305
"Rodriguez, Johnny",I Just Can't Get Her Out Of My Mind,58674
"Rodriguez, Johnny",Pass Me By (If You're Only Passing Th),59962
"Rodriguez, Johnny",Dance With Me (Just One More Time),61551
"Rodriguez, Johnny",Ridin' My Thumb To Mexico,67672
"Rodriguez, Johnny",You Always Come Back,68145
"ROE, TOMMY",DIZZY,1736
"Roe, Tommy",Dizzy,51827
"Roe, Tommy",Sheila,53217
"Roe, Tommy",Everybody,55623
"Roe, Tommy",Sweet Pea,57503
"Roe, Tommy",Dizzy,57532
ROGER,I WANT TO BE YOUR MAN,1369
"Rogers, Julie","Wedding, The",64686
"ROGERS, KENNY",THROUGH THE YEARS,97
"ROGERS, KENNY","GAMBLER, THE",214
"ROGERS, KENNY",YOU DECORATED MY LIFE (P),596
"ROGERS, KENNY",LADY,698
"ROGERS, KENNY",LUCILLE,761
"ROGERS, KENNY",COWARD OF THE COUNTY,1713
"ROGERS, KENNY","GREATEST, THE",1820
"ROGERS, KENNY","HE WILL, SHE KNOWS",1829
"ROGERS, KENNY",SHE BELIEVES IN ME,2142
"ROGERS, KENNY",DAY TIME FRIENDS,4259
"ROGERS, KENNY",I DON'T NEED YOU,4278
"ROGERS, KENNY",JUST DROPPED IN,4295
"ROGERS, KENNY",LOVE WILL TURN YOU AROUND,4308
"ROGERS, KENNY",RUBY DON'T TAKE YOUR LOVE TO TOWN,4338
"ROGERS, KENNY",SOMETHINGS BURNING,4346
"ROGERS, KENNY",BURIED TREASURE,5889
"ROGERS, KENNY",CRAZY,5900
"ROGERS, KENNY",IF YOU WANT TO FIND LOVE,5944
"ROGERS, KENNY","VOWS GO UNBROKEN, THE",6001
"ROGERS, KENNY",WHILE THE FEELING'S GOOD,6006
"ROGERS, KENNY",I JUST DROPPED IN TO SEE WHAT CONDITIO,6884
"Rogers, Kenny",Lucille,50697
"Rogers, Kenny",Lucille,51367
"Rogers, Kenny",Lady,51775
"Rogers, Kenny",Ruby Don't Take Your Love To Town,51896
"Rogers, Kenny","Gambler, The",51897
"Rogers, Kenny",Crazy,53045
"Rogers, Kenny",Coward Of The County,53222
"Rogers, Kenny",Through The Years,53532
"Rogers, Kenny",Just Dropped In,54478
"Rogers, Kenny",Tell It All Brother,54941
"Rogers, Kenny","Vows Go Unbroken, The",55077
"Rogers, Kenny",I'll Be There For You,55440
"Rogers, Kenny",You Decorated My Life,55769
"Rogers, Kenny",Missing You,55858
"Rogers, Kenny",Ol' Red,56016
"Rogers, Kenny",Someone Must Feel Like A Fool Tonight,56204
"Rogers, Kenny",Love Will Turn You Around,56537
"Rogers, Kenny",Daytime Friends,56766
"Rogers, Kenny",If You Want To Find Love,56978
"Rogers, Kenny",Sweet Music Man,57160
"Rogers, Kenny",Morning Desire,57163
"Rogers, Kenny",Love The World Away,57164
"Rogers, Kenny",Scarlet Fever,57169
"Rogers, Kenny",I Don't Need You,57170
"Rogers, Kenny",I Prefer The Moonlight,57342
"Rogers, Kenny",Reuben James,57548
"Rogers, Kenny",Twenty Years Ago,57837
"Rogers, Kenny","Greatest, The",58424
"Rogers, Kenny",All My Life,58679
"Rogers, Kenny",Slow Dance More,58879
"Rogers, Kenny",Love Or Something Like It,58887
"Rogers, Kenny",Buy Me A Rose,59041
"Rogers, Kenny",He Will She Knows,60207
"Rogers, Kenny",There You Go Again,60381
"Rogers, Kenny",All That You Could Be,61000
"Rogers, Kenny",Buried Treasure,61065
"Rogers, Kenny",Homeland,61122
"Rogers, Kenny",Tomb Of Unknown Love,67585
"Rogers, Kenny",I'm Missing You,68560
"Rogers, Kenny",Lady,68996
"Rogers, Kenny",Lucille,69037
"Rogers, Kenny","Gambler, The",69095
"Rogers, Kenny",She Believes In Me,69099
"Rogers, Kenny",Ruby Don't Take Your Love To Town,69180
"Rogers, Kenny",Harder Cards,69621
"Rogers, Kenny",Hand Prints On The Wall,69679
"Rogers, Kenny",If I Knew Then (What I Know Now),69972
"Rogers, Kenny & Whi",My World Is Over,66714
"ROLLING STONES, THE",HONKY TONK WOMAN (RS),209
"ROLLING STONES, THE",PAINT IT BLACK (RS),247
"ROLLING STONES, THE",HARLEM SHUFFLE,440
"ROLLING STONES, THE",GET OFF MY CLOUD (RS),477
"ROLLING STONES, THE",BROWN SUGAR (RS),513
"ROLLING STONES, THE",ANGIE (RS),544
"ROLLING STONES, THE",LAST TIME (RS),554
"ROLLING STONES, THE",AS TEARS GO BY (RS),575
"ROLLING STONES, THE",JUMPIN' JACK FLASH (RS),594
"ROLLING STONES, THE",LET'S SPEND THE NIGHT TOGETHER (RS),605
"ROLLING STONES, THE",MOTHERS LITTLE HELPER (RS),607
"ROLLING STONES, THE",LITTLE QUEENIE,728
"ROLLING STONES, THE",LITTLE RED ROOSTER,730
"ROLLING STONES, THE",WILD HORSES (RS),770
"ROLLING STONES, THE",NOT FADE AWAY,842
"ROLLING STONES, THE",19TH NERVOUS BREAKDOWN (RS),1032
"ROLLING STONES, THE",TIME IS ON MY SIDE,1114
"ROLLING STONES, THE",CAROL,1553
"ROLLING STONES, THE",YOU CAN'T ALWAYS GET WHAT YOU WANT (RS,4769
"ROLLING STONES, THE",SATISFACTION,5028
"ROLLING STONES, THE",SYMPATHY FOR THE DEVIL,5040
"ROLLING STONES, THE",FOOL TO CRY,6748
"ROLLING STONES, THE",LET IT BLEED,7968
"Rolling Stones, The",Not Fade Away,50688
"Rolling Stones, The",Harlem Shuffle,50694
"Rolling Stones, The",Time Is On My Side,50917
"Rolling Stones, The",Not Fade Away,51358
"Rolling Stones, The",Harlem Shuffle,51364
"Rolling Stones, The",Time Is On My Side,51587
"Rolling Stones, The",Under My Thumb,53500
"Rolling Stones, The",Let's Spend The Night Together,53506
"Rolling Stones, The",Love Is Strong,55337
"Rolling Stones, The",You Can't Always Get What You Want,56188
"Rolling Stones, The",Out Of Tears,57195
"Rolling Stones, The",Ain't Too Proud To Beg,60271
"Rolling Stones, The",Tumbling Dice,60272
"Rolling Stones, The",Start Me Up,60273
"Rolling Stones, The",Angie,60274
"Rolling Stones, The",Miss You,60275
"Rolling Stones, The",Shattered,60276
"Rolling Stones, The",Beast Of Burden,60277
"Rolling Stones, The",It's Only Rock & Roll,60278
"Rolling Stones, The",Dance Little Sister,60279
"Rolling Stones, The",Not Fade Away,60280
"Rolling Stones, The",Fool To Cry,60281
"Rolling Stones, The",Happy,60282
"Rolling Stones, The",Some Girls,60283
"Rolling Stones, The",Rip This Joint,60284
"Rolling Stones, The",Waiting On A Friend,60285
"Rolling Stones, The",Between A Rock & A Hard Place,62216
"Rolling Stones, The",I'm Down,62219
"Rolling Stones, The",She's So Cold,62221
"Rolling Stones, The",Doo Doo Doo Doo Doo (Heartbreaker),62223
"Rolling Stones, The",You Got Me Rocking,62224
"Rolling Stones, The",Star Star,62226
"Rolling Stones, The",Mixed Emotions,62228
"Rolling Stones, The",Undercover Of The Night,62230
"Rolling Stones, The",Sympathy For The Devil,62980
"Rolling Stones, The",Midnight Rambler,62987
"Rolling Stones, The",Time Is On My Side,69243
"ROMANTICS, THE",TALKING IN YOUR SLEEP,2220
"Romantics, The",What I Like About You,53576
"Romantics, The",Talking In Your Sleep,67423
Rome,I Belong To You (Every Time I See You),68366
Romeo Void,Never Say Never,58259
Ron Browz,Jumping (Out the Window),50100
Ron Browz,Jumping (Out the Window) (MPX),50109
Ron Sunshine & Full,Enough For You,63621
"RONETTES, THE",BE MY BABY,6730
"Ronettes, The",Walking In The Rain,51919
"Ronettes, The",Be My Baby,63002
Ronny & The Daytona,G.T.O.,54878
Ronstadt  Lin,Mohammed's Radio,66781
"RONSTADT, LINDA",THAT'LL BE THE DAY,96
"RONSTADT, LINDA",SOMEWHERE OUT THERE,197
"RONSTADT, LINDA",DIFFERENT DRUM,321
"RONSTADT, LINDA",IT'S SO EASY,666
"RONSTADT, LINDA",YOU'RE NO GOOD,1867
"RONSTADT, LINDA",BLUE BAYOU,3427
"RONSTADT, LINDA",JUST ONE LOOK,3533
"RONSTADT, LINDA",OOH BABY BABY,3648
"RONSTADT, LINDA",SILVER THREADS & GOLDEN NEEDLES,3725
"RONSTADT, LINDA",WHEN WILL I BE LOVED,3794
"RONSTADT, LINDA",HURT SO BAD,3919
"RONSTADT, LINDA",LONG LONG TIME,3921
"RONSTADT, LINDA",MY FUNNY VALENTINE,3922
"RONSTADT, LINDA","BEWITCHED, BOTHERED & BEWILDERED",6259
"RONSTADT, LINDA",CRAZY HE CALLS ME,6274
"RONSTADT, LINDA",LOVER MAN,6328
"RONSTADT, LINDA",MEAN TO ME,6333
"RONSTADT, LINDA",SKYLARK,6371
"RONSTADT, LINDA",SOPHISTICATED LADY,6375
"RONSTADT, LINDA",WHAT'S NEW,6402
"RONSTADT, LINDA",WHEN I FALL IN LOVE,6403
"RONSTADT, LINDA",WHEN YOU WISH UPON A STAR,6404
"RONSTADT, LINDA",YOU TOOK ADVANTAGE OF ME,6413
"Ronstadt, Linda",When Will I Be Loved,50448
"Ronstadt, Linda",Blue Bayou,50449
"Ronstadt, Linda",It's So Easy,50465
"Ronstadt, Linda",Hurt So Bad,50522
"Ronstadt, Linda",Different Drum,50671
"Ronstadt, Linda",When Will I Be Loved,51118
"Ronstadt, Linda",Blue Bayou,51119
"Ronstadt, Linda",It's So Easy,51135
"Ronstadt, Linda",Hurt So Bad,51192
"Ronstadt, Linda",Different Drum,51341
"Ronstadt, Linda",That'll Be The Day,52536
"Ronstadt, Linda","Tracks Of My Tears, The",52993
"Ronstadt, Linda",Different Drum,53123
"Ronstadt, Linda",Ooh Baby Baby,53197
"Ronstadt, Linda",Someone To Lay Down Beside Me,53386
"Ronstadt, Linda",Heat Wave,54210
"Ronstadt, Linda","Blue Train, The",54448
"Ronstadt, Linda",Walk On,54567
"Ronstadt, Linda",Silver Threads & Golden Needles,55633
"Ronstadt, Linda","Long, Long Time",55818
"Ronstadt, Linda",You're No Good,56584
"Ronstadt, Linda",How Do I Make You,56703
"Ronstadt, Linda",Just One Look,57691
"Ronstadt, Linda",High Sierra,62992
"Ronstadt, Linda",What'll I Do,62997
"Ronstadt, Linda",Someone To Watch Over Me,63111
"Ronstadt, Linda",Mean To Me,63139
"Ronstadt, Linda",Lover Man (Oh Where Can You Be),63140
"Ronstadt, Linda",Am I Blue,63146
"Ronstadt, Linda",Los Laureles,63422
"Ronstadt, Linda",La Calandria,63423
"Ronstadt, Linda",Por Un Amor,63424
"Ronstadt, Linda",El Toro Relajo,63425
"Ronstadt, Linda",Hay Unos Relajo,63426
"Ronstadt, Linda",Tu Solo Tu,63427
"Ronstadt, Linda",Dos Arbolitos,63428
"Ronstadt, Linda",Corrido De Cananea,63429
"Ronstadt, Linda",Gritenme Piedras,63430
"Ronstadt, Linda",La Cigarra,63431
"Ronstadt, Linda",Y Andale,63432
"Ronstadt, Linda",Rogaciano El Huapanguero,63433
"Ronstadt, Linda",La Barca De Guaymas,63434
"Ronstadt, Linda",La Charreada,63435
"Ronstadt, Linda",El Sol Que Tu Eres,63436
"Ronstadt, Linda",Blue Bayou,69152
"Ronstadt, Linda",It's So Easy,69178
"Ronstadt, Linda",When Will I Be Loved,69207
"Ronstadt, Linda",Love Is A Rose,69347
"Ronstadt, Linda",I've Got A Crush On You,69420
"Ronstadt, Linda",Perfidia,69959
"Ronstadt, Linda",Guantanamera,69960
"Ronstadt, Linda",Frenesi,69963
"Ronstadt, Linda",Oh No Not My Baby,70042
"Ronstadt, Linda & A",Don't Know Much,53743
"Ronstadt, Linda, Do",High Sierra,61353
"ROOFTOP SINGERS, TH",WALK RIGHT IN,2297
"ROOMMATES, THE",GLORY OF LOVE (P),7279
ROSE ROYCE,CAR WASH,1551
Rose Royce,Car Wash,50925
Rose Royce,Car Wash,51595
Rose Royce,I'm Going Down,57611
Rose Royce,Ooh Boy,59412
Rose Royce,Car Wash,60745
Rose Royce,Love Don't Live Here Anymore,61664
Rose Royce,I Wanna Get Next To You,62817
Rose Royce,Wishing On A Star,64747
Rose Royce,Is It Love You're After,65088
"ROSE, DAVID","STRIPPER, THE",7213
"Rose, David","Stripper, The",53614
"Roselli, Jimmy",When Your Old Wedding Ring Was New,63549
"Roselli, Jimmy",Anema E'Core,63555
"Roselli, Jimmy",Torno Surento,63557
Rosie & The Origina,Angel Baby,58255
Ross  Diana,My Favorite Things,67085
"ROSS, DIANA",DO YOU KNOW WHERE YOU'RE GOING TO,330
"ROSS, DIANA",LOVE HANGOVER,745
"ROSS, DIANA",REACH OUT AND TOUCH,913
"ROSS, DIANA","LAST TIME I SAW HIM, THE (P)",2402
"ROSS, DIANA",AIN'T NO MOUNTAIN HIGH ENOUGH,3392
"ROSS, DIANA","BOSS, THE",3843
"ROSS, DIANA",BEST YEARS OF MY LIFE,4929
"ROSS, DIANA",HOME,4966
"ROSS, DIANA",I'M STILL WAITING,4979
"ROSS, DIANA",IT'S MY TURN,4986
"ROSS, DIANA",LOVE CHILD,4998
"ROSS, DIANA","MIRROR, MIRROR",5004
"ROSS, DIANA",MISSING YOU,5005
"ROSS, DIANA",STOP IN THE NAME OF LOVE,5037
"ROSS, DIANA",TOUCH ME IN THE MORNING,5052
"ROSS, DIANA",WHY DO FOOLS FALL IN LOVE,5072
"ROSS, DIANA",GOOD MORNING HEARTACHE,6294
"ROSS, DIANA",I'M COMING OUT,6305
"ROSS, DIANA",YOU'RE ALL I NEED,6414
"ROSS, DIANA",UPSIDE DOWN (P),7382
"Ross, Diana",Upside Down,50376
"Ross, Diana",Touch Me In The Morning,50405
"Ross, Diana",Do You Know Where You're Going To,50678
"Ross, Diana",Upside Down,51046
"Ross, Diana",Touch Me In The Morning,51075
"Ross, Diana",Do You Know Where You're Going To,51348
"Ross, Diana",Love Hangover,53192
"Ross, Diana",Take Me Higher,54973
"Ross, Diana",Do You Know Where You're Going To,55200
"Ross, Diana",Waiting In The Winds,55429
"Ross, Diana",When You Tell Me That You Love Me,56430
"Ross, Diana",Touch Me In The Morning,57108
"Ross, Diana",It's My Turn,57790
"Ross, Diana",I'm Coming Out,59694
"Ross, Diana",Reflections,62771
"Ross, Diana",Why Do Fools Fall In Love,64408
"Ross, Diana",Chain Reaction,64780
"Ross, Diana",Not Over You Yet,65522
"Ross, Diana",Ain't No Mountain High Enough,69090
"Ross, Diana",Muscles,70111
Rossington Collins,Don't Misunderstand Me,67929
"ROTH, DAVID LEE",JUST A GIGOLO (P),4662
"ROTH, DAVID LEE",YANKEE ROSE,8049
"Roth, David Lee",Yankee Rose,53416
"Roth, David Lee",Just A Gigolo,53684
"Roth, David Lee",Just Like Paradise,60468
"ROTHBERG, PATTI",INSIDE,6670
"Rothberg, Patti",Inside,56296
"Rowland, Kelly",Stole,61885
"Rowland, Kelly",Train On A Track,66024
"Rowland, Kelly",Can't Nobody,66265
"Rowles, Joan",If I Only Had Time,64969
Roxanne & UTFO,"Real Roxanne, The",60074
ROXETTE,IT MUST HAVE BEEN LOVE,655
ROXETTE,"LOOK, THE",1386
ROXETTE,DANGEROUS,1598
ROXETTE,LISTEN TO YOUR HEART,1971
Roxette,"Look, The",51721
Roxette,Almost Unreal,55325
Roxette,It Must Have Been Love,57079
Roxette,Listen To Your Heart,57146
Roxette,"Look, The",59784
Roxette,Sleeping In My Car,64356
Roxette,I Wish I Could Fly,65364
Roxette,Crash Boom Bang,69555
ROXY MUSIC,LOVE IS A DRUG,6911
Roxy Music,Love Is The Drug,59687
Roxy Music,Avalon,60289
Roxy Music,Virginia Plain,64431
Roxy Music,Jealous Guy,64453
ROYAL CROWN REVUE,HEY PACHUCO,2813
ROYAL CROWN REVUE,ZIP GUN BOP,2998
Royal Crown Revue,Zip Gun Bop,68077
Royal Crown Revue,Hey Pachuco,69730
"Royal Guardsmen, Th",Snoopy Vs The Red Baron,60261
"Royal Teens, The",Short Shorts,69002
"Royal, Billy Joe",I'm Okay & Gettin' Better,56307
"Royal, Billy Joe",Tell It Like It Is,56805
"Royal, Billy Joe",Searchin' For Some Kind Of Clue,56891
"Royal, Billy Joe",Down In The Boondocks,57815
"Royal, Billy Joe",Love Has No Right,61540
"Royal, Billy Joe",Cherry Hill Park,70229
Royale Delite,I'll Be A Freak For You,64710
Rozalla,Everybody's Free (To Feel Good),64270
RR&Q Band,Dreamer,64709
"Rubettes, The",Sugar Baby Love,64372
"Rubettes, The",Juke Box Jive,65059
"Rubio, Paulina",Don't Say Goodbye,61532
Ruby & The Romantic,Our Day Will Come,51825
Ruby & The Romantic,Our Day Will Come,55187
Ruby & The Romantic,Hey There Lonely Boy,63027
Rucker Darius,Alright,67206
Ruff Endz,No More,60047
Ruff Endz,Someone To Love You,61632
"Ruffin, David",Walk Away From Love,62772
"RUFFIN, JIMMY",WHAT BECOMES OF THE BROKEN,2316
"Ruffin, Jimmy",What Becomes Of The Broken Hearted,62779
"Ruffin, Jimmy",Hold On To My Love,65090
RUFUS,TELL ME SOMETHING GOOD,3892
Rufus,Tell Me Something Good,60748
Rui Da Silva,Touch Me,65718
Run DMC,You Be Illin',59500
Run DMC,It's Like That,65218
Run DMC,King Of Rock,66789
Run DMC,It's Tricky,66793
"RUNDGREN, TODD",HELLO IT'S ME,1837
"RUNDGREN, TODD",I SAW THE LIGHT,2838
"Rundgren, Todd",Hello It's Me,50843
"Rundgren, Todd",Hello It's Me,51513
"Rundgren, Todd",We Gotta Get You A Woman,60761
"Rundgren, Todd",I Saw The Light,60762
"Rundgren, Todd",Bang The Drum All Day,60768
"Rundgren, Todd",Hello It's Me,60770
"Rundgren, Todd",Can We Still Be Friends,69286
"Runga, Bic",Sway,68438
RuPaul,Supermodel,69999
RUSH,FLY BY NIGHT,2770
Rush,"Spirit Of Radio, The",60551
Rush,Freewill,60553
Rush,Red Barchetta,60554
Rush,Closer To The Heart,60556
Rush,New World Man,60559
Rush,Tom Sawyer,60560
Rush,Limelight,60561
Rush,Fly By Night,60562
Rush,Secret Touch,66384
Rush,One Little Victory,68536
Rush,Fly By Night/In The Mood,69808
"Rush, Jennifer",Power Of Love,64250
"Rush, Merilee",Angel Of The Morning,70236
"Rushen, Patrice",Forget Me Nots,64696
"RUSHLOW, TIM",SHE MISSES HIM,7648
"Rushlow, Tim",She Misses Him,60067
"Rushlow, Tim",Crazy Life,60987
"Rushlow, Tim",I Can't Be Your Friend,62401
"Rushlow, Tim",Sweet Summer Rain,66703
"Rushlow, Tim",When You Love Me,68474
"Russell, Brenda",Piano In The Dark,51741
"Russell, Brenda",Piano In The Dark,56101
"Russell, Johnny","Rednecks, White Socks & Blue Ribbon",58532
"Russell, Leon",Six Pack To Go,53976
"Russell, Leon",Lady Blue,54505
"Russell, Leon",Roll In My Sweet Baby's Arms,56754
"Russell, Leon",Tight Rope,67925
"Ruttan, Deric",When You Come Around,62518
Ryan Leslie,How It Was Supposed To Be,50159
Ryan Leslie,How It Was Supposed To Be (MPX,50168
Ryan Leslie feat Cassie & Fabo,Addiction,50318
Ryan Leslie feat Cassie & Fabo,Addiction (MPX),50327
"RYDELL, BOBBY",WILD ONE (P),7392
"Rydell, Bobby",Wild One,53100
"Rydell, Bobby",Forget Him,58998
"Rydell, Bobby",Sway,65388
"RYDER, MITCH & THE","DEVIL WITH THE BLUE DRESS, THE",3448
"Ryder, Mitch & The",Devil With The Blue Dress,50965
"Ryder, Mitch & The",Devil With The Blue Dress,51635
"Ryder, Mitch & The",Devil With The Blue Dress,55195
"Ryder, Mitch & The",Sock It To Me,62909
S Club 7,Never Had A Dream Come True,60523
S Club 7,Bring It All Back,65432
S Club 7,S Club Party,65471
S Club 7,Two In A Million,65536
S Club 7,You're My Number One,65555
S Club 7,Reach,65615
S Club 7,Natural,65652
S Club 7,Don't Stop Moving,65722
S Club 7,Have You Ever,65785
S Club 7,You,65832
S Club 7,Alive,65923
S Club 7,Love Ain't Gonna Wait,65983
S Club 7,Say Goodbye,65995
S Club 8,Fool No More,66004
S Club 8,Sundown,66050
S Club 8,Don't Tell Me You're Sorry,66086
S Club Juniors,One Step Closer,65869
S Club Juniors,Automatic High,65886
S Club Juniors,New Direction,65912
S Club Juniors,Puppy Love,65947
"S O S BAND, THE","TAKE YOUR TIME, DO IT RIGHT",7843
S.O.A.P.,This Is How We Party,67723
"S.O.S. BAND, THE",JUST THE WAY YOU LIKE IT,1380
"S.O.S. Band, The",Just The Way You Like It,51989
"S.O.S. Band, The",Take Your Time (Do It Right),62282
Sacha Distel,Raindrops Keep Falling On My Head,64921
SADE,SMOOTH OPERATOR,1001
Sade,Smooth Operator,51940
Sade,Your Love Is King,53202
Sade,"Sweetest Taboo, The",54860
Sade,Please Send Me Someone To Love,55420
Sade,Cherish The Day,55452
Sade,No Ordinary Love,55805
Sade,Kiss Of Life,55908
Sade,Paradise,57620
Sade,Hang On To Your Love,59410
Sade,By Your Side,60513
Sade,Smooth Operator,69089
"Sadler, Sgt. Barry","Ballad Of The Green Berets, The",53361
"Safaris, The",Image Of A Girl,64059
Saga,On The Loose,60465
Saigon Kick,Love Is On The Way,55392
Sailor,Glass Of Champagne,64436
"Sakamoto, Kyu",Come Back,65872
Saliva,Your Disease,60670
Saliva,Click Click Boom,60951
Saliva,Always,66396
Saliva,Rest In Pieces,66421
Saliva,Raise Up,66452
SALT 'N PEPA,LET'S TALK ABOUT SEX,1385
SALT 'N PEPA,SHOOP,7209
Salt 'N Pepa,Shoop,53640
Salt 'N Pepa,Let's Talk About Sex,53729
Salt 'N Pepa,Expression,59650
Salt 'N Pepa,Push It,61283
Salt 'N Pepa,Do You Want Me,61383
Salt 'N Pepa,None Of Your Business,61385
Salt 'N Pepa & En V,Whatta Man,61467
SAM & DAVE,HOLD ON I'M COMIN',480
SAM & DAVE,WHEN SOMETHING IS WRONG WITH MY BABY,2332
SAM & DAVE,SOUL MAN,3144
SAM & DAVE,"HOLD ON, I'M COMING",5283
SAM & DAVE,I THANK YOU,6648
Sam & Dave,Hold On I'm A Comin',51874
Sam & Dave,Hold On I'm A Comin',56900
Sam & Dave,I Thank You,63186
Sam & Mark,With A Little Help From My Friends,66104
SAM THE SHAM & THE,WOLLY BOOLY,1223
SAM THE SHAM & THE,LIL' RED RIDING HOOD,7118
SAM THE SHAM & THE,WOOLY BULLY (P),7394
Sam The Sham & The,Wooly Bully,50554
Sam The Sham & The,Wooly Bully,51224
Sam The Sham & The,Lil' Red Riding Hood,58323
Sam The Sham & The,Wooly Bully,69049
"Sambora, Richie",In It For Love,67910
"Sambora, Richie",Hard Times Come Easy,68400
Sammie,I Like It,59508
"SANDLER, ADAM",WHAT THE HELL HAPPENED TO ME,2960
"SANDLER, ADAM",ODE TO MY CAR,3007
"Sandler, Adam",What The Hell Happened To Me,58412
"Sandler, Adam",At A Medium Pace,60678
"Sandler, Adam",Ode To My Car,60685
"Sandler, Adam","Chanuka Song, The",63105
"SANDPIPERS, THE",COME SATURDAY MORNING,302
"SANDPIPERS, THE",GUANTANAMERA,424
"Sandpipers, The",Come Saturday Morning,50850
"Sandpipers, The",Come Saturday Morning,51520
"Sandpipers, The",Guantanamera,51711
Sandy B,Make The World Go Around,65214
SANFORD/TOWNSEND BA,SMOKE FROM A DISTANT FIRE,7085
Sanford/Townsend Ba,Smoke From A Distant Fire,60241
"SANG, SAMANTHA & TH",EMOTION,1763
"Sang, Samantha & Th",Emotion,50810
"Sang, Samantha & Th",Emotion,51480
"Sang, Samantha & Th",Emotion,59692
SANTANA,EVIL WAYS,370
SANTANA,BLACK MAGIC WOMAN,1665
SANTANA,OYE COMO VA,2468
SANTANA,OPEN INVITATION,2560
Santana,Black Magic Woman,51948
Santana,Oye Como Va,52014
Santana,Evil Ways,53180
Santana,Winning,58093
Santana,Black Magic Woman,59146
Santana,Everybody's Everything,60250
Santana,I Put A Spell On You,65681
Santana,Open Invitation,69811
Santana,Love Of My Life,69885
SANTANA  & DIDO,FEELS LIKE FIRE,11452
Santana & Chad Kroe,Why Don't You & I,62043
Santana & Dido,Feels Like Fire,62078
SANTANA & EVERLAST,PUT YOUR LIGHTS ON,2096
Santana & Everlast,Put Your Lights On,58864
Santana & Michelle,Game Of Love,62135
Santana & Musiq,Nothing At All,62201
Santana & P. O. D.,America,62050
SANTANA & ROB THOMA,SMOOTH,2457
Santana & Rob Thoma,Smooth,58636
Santana & The Produ,Maria Maria,59234
"SANTANA, & THE PROD",MARIA MARIA,3262
"Santiago, Lina",Feels So Good,55612
"Santiago, Lina",Just Because I Love You,56343
"Sanz, Victor",I'm Going To Be There,68478
Sara Bareilles,Love Song,67257
Sarai,Ladies,66275
Saraya,Love Has Taken Its Toll,61972
"Sarstedt, Peter",Where Do You Go To My Lovely,64668
Sash,Stay,65172
Sash & Tina Cousins,Mysterious Times,65273
Sasha,If You Believe,60149
"Satcher, Leslie","Slow Way Home, The",61444
SAVAGE GARDEN,BREAK ME SHAKE ME,6423
SAVAGE GARDEN,I WANT YOU,6452
SAVAGE GARDEN,TO THE MOON & BACK,6487
SAVAGE GARDEN,TRULY MADLY DEEPLY,6489
SAVAGE GARDEN,AFFIRMATION,6976
Savage Garden,I Want You,57124
Savage Garden,To The Moon & Back,57412
Savage Garden,Truly Madly Deeply,57862
Savage Garden,I Knew I Loved You,58918
Savage Garden,Crash & Burn,59432
Savage Garden,Hold Me,59710
Savage Garden,Affirmation,59929
Savage Garden,Break Me Shake Me,65294
Savage Garden,"Animal Song, The",66187
SAVAGE GARDENS,I KNEW I LOVED YOU,2443
SAVAGE GARDENS,"ANIMAL SONG, THE",2662
SAVAGE GARDENS,CRASH & BURN,3191
"Savage, Chantay",I Will Survive,55601
"Savalas, Telly",If,64798
Saw Doctors,I Useta Love Her,65499
Saw Doctors,N17,65513
SAWYER BROWN,"WALK, THE",1161
SAWYER BROWN,DRIVE ME WILD,1757
SAWYER BROWN,SOME GIRLS DO,3835
SAWYER BROWN,800 POUND JESUS,6719
SAWYER BROWN,THIS TIME,7097
SAWYER BROWN,LOOKIN' FOR LOVE,7484
SAWYER BROWN,TREAT HER RIGHT,8037
Sawyer Brown,Step That Step,53293
Sawyer Brown,This Missin' You Heart Of Mine,53485
Sawyer Brown,Some Girls Do,53513
Sawyer Brown,Trouble On The Line,53901
Sawyer Brown,"Dirt Road, The",53913
Sawyer Brown,Thank God For You,54092
Sawyer Brown,This Time,54158
Sawyer Brown,I Don't Believe In Goodbye,54320
Sawyer Brown,Wantin' & Havin' It All,54716
Sawyer Brown,"Boys & Me, The",55042
Sawyer Brown,Round Here,55061
Sawyer Brown,I Will Leave The Light On,55547
Sawyer Brown,Hard To Say,55649
Sawyer Brown,"Walk, The",55717
Sawyer Brown,Treat Her Right,55740
Sawyer Brown,She's Gettin' There,56336
Sawyer Brown,All These Years,56882
Sawyer Brown,Six Days On The Road,57139
Sawyer Brown,This Night Won't Last Forever,57331
Sawyer Brown,Cafe On The Corner,57544
Sawyer Brown,I'm In Love With Her,58600
Sawyer Brown,Betty's Bein' Bad,58767
Sawyer Brown,Used To Blue,58855
Sawyer Brown,800 Pound Jesus,59283
